spot	condition	image	cell	area_um2
1669	plus_myc	3	122	0.922
1670	plus_myc	3	122	0.300
1671	plus_myc	3	122	1.994
1672	plus_myc	3	122	0.086
1673	plus_myc	3	122	0.150
1674	plus_myc	3	122	0.043
1675	plus_myc	3	122	0.257
1676	plus_myc	3	122	0.943
1677	plus_myc	3	122	0.236
1678	plus_myc	3	122	0.021
1679	plus_myc	3	122	1.222
1680	plus_myc	3	122	0.064
1681	plus_myc	3	122	1.758
1682	plus_myc	3	122	0.322
1683	plus_myc	3	122	0.172
1684	plus_myc	3	123	0.107
1685	plus_myc	3	123	2.230
1686	plus_myc	3	123	0.064
1687	plus_myc	3	123	0.043
1688	plus_myc	3	123	0.407
1689	plus_myc	3	123	0.172
1690	plus_myc	3	123	0.043
1691	plus_myc	3	123	1.394
1692	plus_myc	3	123	0.386
1693	plus_myc	3	123	0.086
1694	plus_myc	3	123	0.386
1695	plus_myc	3	123	0.021
1696	plus_myc	3	123	0.600
1697	plus_myc	3	123	0.922
1698	plus_myc	3	123	0.901
1699	plus_myc	3	123	0.515
1700	plus_myc	3	123	0.064
1701	plus_myc	3	123	0.086
1702	plus_myc	3	123	1.222
1703	plus_myc	3	123	0.064
1704	plus_myc	3	123	0.021
1705	plus_myc	3	123	0.450
1706	plus_myc	3	123	0.021
1707	plus_myc	3	123	0.021
1708	plus_myc	3	123	0.665
1709	plus_myc	3	123	0.107
1710	plus_myc	3	123	0.343
1711	plus_myc	3	123	0.257
1712	plus_myc	3	123	0.172
1713	plus_myc	3	123	0.043
1714	plus_myc	3	124	2.659
1715	plus_myc	3	124	0.300
1716	plus_myc	3	124	0.021
1717	plus_myc	3	124	0.043
1718	plus_myc	3	124	1.758
1719	plus_myc	3	124	0.064
1720	plus_myc	3	124	2.294
1721	plus_myc	3	124	0.214
1722	plus_myc	3	124	1.587
1723	plus_myc	3	124	0.450
1724	plus_myc	3	124	0.064
1725	plus_myc	3	124	0.043
1726	plus_myc	3	124	0.579
1727	plus_myc	3	124	0.021
1728	plus_myc	3	124	0.279
1729	plus_myc	3	124	0.086
1730	plus_myc	3	124	0.021
1731	plus_myc	3	125	0.043
1732	plus_myc	3	125	0.043
1733	plus_myc	3	125	0.172
1734	plus_myc	3	125	0.193
1735	plus_myc	3	125	0.515
1736	plus_myc	3	125	1.801
1737	plus_myc	3	125	0.021
1738	plus_myc	3	125	0.107
1739	plus_myc	3	125	0.407
1740	plus_myc	3	125	0.343
1741	plus_myc	3	125	7.698
1742	plus_myc	3	125	0.515
1743	plus_myc	3	125	0.386
1744	plus_myc	3	125	0.193
1745	plus_myc	3	125	0.021
1746	plus_myc	3	125	2.552
1747	plus_myc	3	125	0.214
1748	plus_myc	3	125	0.107
1749	plus_myc	3	125	0.450
1750	plus_myc	3	125	0.064
1751	plus_myc	3	125	0.107
1752	plus_myc	3	125	0.086
1753	plus_myc	3	125	0.579
1754	plus_myc	3	125	0.214
1755	plus_myc	3	125	0.150
1756	plus_myc	3	125	0.214
1757	plus_myc	3	125	0.300
1758	plus_myc	3	125	0.407
1759	plus_myc	3	125	0.150
1760	plus_myc	3	126	0.622
1761	plus_myc	3	126	0.214
1762	plus_myc	3	126	0.129
1763	plus_myc	3	126	0.922
1764	plus_myc	3	126	0.407
1765	plus_myc	3	126	0.472
1766	plus_myc	3	126	0.793
1767	plus_myc	3	126	0.021
1768	plus_myc	3	126	0.107
1769	plus_myc	3	126	0.021
1770	plus_myc	3	126	0.214
1771	plus_myc	3	126	0.043
1772	plus_myc	3	126	0.021
1773	plus_myc	3	126	0.193
1774	plus_myc	3	126	0.407
1775	plus_myc	3	126	0.429
1776	plus_myc	3	126	0.107
1777	plus_myc	3	126	1.072
1778	plus_myc	3	126	0.129
1779	plus_myc	3	127	0.107
1780	plus_myc	3	127	0.172
1781	plus_myc	3	127	0.150
1782	plus_myc	3	127	0.107
1783	plus_myc	3	127	0.343
1784	plus_myc	3	127	0.322
1785	plus_myc	3	127	0.043
1786	plus_myc	3	127	0.986
1787	plus_myc	3	127	0.150
1788	plus_myc	3	127	2.895
1789	plus_myc	3	127	0.043
1790	plus_myc	3	127	0.279
1791	plus_myc	3	127	0.429
1792	plus_myc	3	127	0.858
1793	plus_myc	3	127	0.879
1794	plus_myc	3	127	0.086
1795	plus_myc	3	127	0.557
1796	plus_myc	3	127	0.322
1797	plus_myc	3	127	0.021
1798	plus_myc	3	127	0.257
1799	plus_myc	3	127	0.107
1800	plus_myc	3	127	0.493
1801	plus_myc	3	127	0.021
1802	plus_myc	3	127	0.793
1803	plus_myc	3	127	0.086
1804	plus_myc	3	127	0.300
1805	plus_myc	3	127	0.086
1806	plus_myc	3	127	0.429
1807	plus_myc	3	127	0.279
1808	plus_myc	3	127	0.086
1809	plus_myc	3	127	0.236
1810	plus_myc	3	127	0.043
1811	plus_myc	3	127	0.064
1812	plus_myc	3	127	0.043
1813	plus_myc	3	127	0.021
1814	plus_myc	3	128	0.536
1815	plus_myc	3	128	0.322
1816	plus_myc	3	128	0.279
1817	plus_myc	3	128	0.279
1818	plus_myc	3	128	0.407
1819	plus_myc	3	128	0.322
1820	plus_myc	3	128	0.322
1821	plus_myc	3	128	0.214
1822	plus_myc	3	128	0.322
1823	plus_myc	3	128	0.021
1824	plus_myc	3	128	0.836
1825	plus_myc	3	128	0.386
1826	plus_myc	3	128	0.064
1827	plus_myc	3	128	0.493
1828	plus_myc	3	128	0.257
1829	plus_myc	3	128	0.279
1830	plus_myc	3	129	0.300
1831	plus_myc	3	129	0.021
1832	plus_myc	3	129	0.536
1833	plus_myc	3	129	0.322
1834	plus_myc	3	129	0.129
1835	plus_myc	3	129	0.343
1836	plus_myc	3	129	0.021
1837	plus_myc	3	129	0.343
1838	plus_myc	3	129	0.150
1839	plus_myc	3	129	0.300
1840	plus_myc	3	129	0.236
1841	plus_myc	3	129	0.643
1842	plus_myc	3	129	0.343
1843	plus_myc	3	129	0.150
1844	plus_myc	3	129	0.708
1845	plus_myc	3	129	0.172
1846	plus_myc	3	129	0.257
1847	plus_myc	3	129	0.793
1848	plus_myc	3	129	0.407
1849	plus_myc	3	129	0.086
1850	plus_myc	3	129	0.021
1851	plus_myc	3	130	0.322
1852	plus_myc	3	130	0.043
1853	plus_myc	3	130	2.337
1854	plus_myc	3	130	0.129
1855	plus_myc	3	130	0.279
1856	plus_myc	3	130	0.193
1857	plus_myc	3	130	0.300
1858	plus_myc	3	130	0.107
1859	plus_myc	3	130	0.193
1860	plus_myc	3	130	0.021
1861	plus_myc	3	130	0.365
1862	plus_myc	3	130	1.930
1863	plus_myc	3	130	0.600
1864	plus_myc	3	130	1.458
1865	plus_myc	3	130	1.501
1866	plus_myc	3	130	0.021
1867	plus_myc	3	130	0.579
1868	plus_myc	3	130	0.043
1869	plus_myc	3	130	0.021
1870	plus_myc	3	130	0.193
1871	plus_myc	3	130	0.043
1872	plus_myc	3	130	0.043
1873	plus_myc	3	130	0.086
1874	plus_myc	3	130	0.922
1875	plus_myc	3	130	1.201
1876	plus_myc	3	130	0.043
1877	plus_myc	3	130	0.322
1878	plus_myc	3	130	0.064
1879	plus_myc	3	130	0.021
1880	plus_myc	4	131	0.043
1881	plus_myc	4	131	0.257
1882	plus_myc	4	131	0.172
1883	plus_myc	4	131	0.343
1884	plus_myc	4	131	0.043
1885	plus_myc	4	131	2.552
1886	plus_myc	4	131	0.064
1887	plus_myc	4	131	0.472
1888	plus_myc	4	131	0.365
1889	plus_myc	4	131	0.107
1890	plus_myc	4	131	0.107
1891	plus_myc	4	131	0.086
1892	plus_myc	4	131	0.322
1893	plus_myc	4	131	0.343
1894	plus_myc	4	131	0.107
1895	plus_myc	4	132	3.324
1896	plus_myc	4	132	0.407
1897	plus_myc	4	132	0.365
1898	plus_myc	4	132	0.043
1899	plus_myc	4	132	3.066
1900	plus_myc	4	132	0.150
1901	plus_myc	4	132	0.643
1902	plus_myc	4	132	0.236
1903	plus_myc	4	132	0.493
1904	plus_myc	4	132	0.193
1905	plus_myc	4	132	0.086
1906	plus_myc	4	132	1.351
1907	plus_myc	4	132	0.107
1908	plus_myc	4	132	0.021
1909	plus_myc	4	132	0.107
1910	plus_myc	4	132	0.236
1911	plus_myc	4	133	1.458
1912	plus_myc	4	133	0.086
1913	plus_myc	4	133	0.686
1914	plus_myc	4	133	0.086
1915	plus_myc	4	133	0.279
1916	plus_myc	4	133	0.129
1917	plus_myc	4	133	2.058
1918	plus_myc	4	133	0.386
1919	plus_myc	4	133	0.943
1920	plus_myc	4	133	0.407
1921	plus_myc	4	133	0.043
1922	plus_myc	4	133	0.193
1923	plus_myc	4	133	0.064
1924	plus_myc	4	133	0.472
1925	plus_myc	4	133	0.322
1926	plus_myc	4	133	0.300
1927	plus_myc	4	133	0.172
1928	plus_myc	4	133	0.236
1929	plus_myc	4	133	0.064
1930	plus_myc	4	133	1.823
1931	plus_myc	4	133	0.193
1932	plus_myc	4	133	0.965
1933	plus_myc	4	133	0.214
1934	plus_myc	4	133	0.150
1935	plus_myc	4	133	0.086
1936	plus_myc	4	133	0.043
1937	plus_myc	4	133	0.129
1938	plus_myc	4	133	2.101
1939	plus_myc	4	133	0.257
1940	plus_myc	4	133	0.107
1941	plus_myc	4	133	0.064
1942	plus_myc	4	133	0.021
1943	plus_myc	4	133	3.452
1944	plus_myc	4	133	0.064
1945	plus_myc	4	133	0.086
1946	plus_myc	4	133	0.021
1947	plus_myc	4	133	0.086
1948	plus_myc	4	133	0.021
1949	plus_myc	4	133	0.064
1950	plus_myc	4	133	0.129
1951	plus_myc	4	133	1.115
1952	plus_myc	4	133	1.265
1953	plus_myc	4	133	0.643
1954	plus_myc	4	133	0.086
1955	plus_myc	4	133	0.557
1956	plus_myc	4	133	1.651
1957	plus_myc	4	133	0.257
1958	plus_myc	4	133	0.557
1959	plus_myc	4	133	0.107
1960	plus_myc	4	133	0.193
1961	plus_myc	4	133	0.043
1962	plus_myc	4	133	0.150
1963	plus_myc	4	133	0.193
1964	plus_myc	4	133	0.021
1965	plus_myc	4	134	2.766
1966	plus_myc	4	134	1.394
1967	plus_myc	4	134	0.150
1968	plus_myc	4	134	0.279
1969	plus_myc	4	134	1.136
1970	plus_myc	4	134	0.129
1971	plus_myc	4	134	0.858
1972	plus_myc	4	134	0.343
1973	plus_myc	4	134	0.021
1974	plus_myc	4	134	0.986
1975	plus_myc	4	134	0.343
1976	plus_myc	4	134	2.444
1977	plus_myc	4	134	0.021
1978	plus_myc	4	134	0.043
1979	plus_myc	4	134	0.172
1980	plus_myc	4	134	0.021
1981	plus_myc	4	134	0.021
1982	plus_myc	4	134	0.257
1983	plus_myc	4	134	0.750
1984	plus_myc	4	134	1.008
1985	plus_myc	4	134	3.795
1986	plus_myc	4	134	0.279
1987	plus_myc	4	134	0.064
1988	plus_myc	4	134	0.150
1989	plus_myc	4	134	0.965
1990	plus_myc	4	134	0.043
1991	plus_myc	4	134	0.172
1992	plus_myc	4	134	0.021
1993	plus_myc	4	134	0.107
1994	plus_myc	4	134	0.150
1995	plus_myc	4	134	0.021
1996	plus_myc	4	134	0.086
1997	plus_myc	4	134	0.043
1998	plus_myc	4	134	0.300
1999	plus_myc	4	135	0.365
2000	plus_myc	4	135	0.021
2001	plus_myc	4	135	0.064
2002	plus_myc	4	135	2.251
2003	plus_myc	4	135	0.236
2004	plus_myc	4	135	1.865
2005	plus_myc	4	135	0.257
2006	plus_myc	4	135	0.257
2007	plus_myc	4	135	0.021
2008	plus_myc	4	135	0.193
2009	plus_myc	4	135	0.021
2010	plus_myc	4	135	0.879
2011	plus_myc	4	135	0.236
2012	plus_myc	4	135	0.536
2013	plus_myc	4	135	0.879
2014	plus_myc	4	135	0.257
2015	plus_myc	4	135	0.472
2016	plus_myc	4	135	0.021
2017	plus_myc	4	135	0.322
2018	plus_myc	4	135	2.359
2019	plus_myc	4	135	0.107
2020	plus_myc	4	136	0.322
2021	plus_myc	4	136	0.214
2022	plus_myc	4	136	0.300
2023	plus_myc	4	136	0.150
2024	plus_myc	4	136	0.279
2025	plus_myc	4	136	0.086
2026	plus_myc	4	137	1.844
2027	plus_myc	4	137	0.214
2028	plus_myc	4	137	0.043
2029	plus_myc	4	137	0.172
2030	plus_myc	4	137	0.107
2031	plus_myc	4	137	0.236
2032	plus_myc	4	137	0.043
2033	plus_myc	4	137	0.257
2034	plus_myc	4	137	0.322
2035	plus_myc	4	137	0.043
2036	plus_myc	4	137	0.536
2037	plus_myc	4	137	0.043
2038	plus_myc	4	137	0.472
2039	plus_myc	4	137	0.150
2040	plus_myc	4	137	0.236
2041	plus_myc	4	137	0.086
2042	plus_myc	4	137	0.279
2043	plus_myc	4	137	0.965
2044	plus_myc	4	137	0.064
2045	plus_myc	4	137	0.064
2046	plus_myc	4	137	0.257
2047	plus_myc	4	137	0.172
2048	plus_myc	4	137	0.450
2049	plus_myc	4	137	0.193
2050	plus_myc	4	137	0.407
2051	plus_myc	4	137	0.107
2052	plus_myc	4	138	0.257
2053	plus_myc	4	138	1.222
2054	plus_myc	4	138	0.322
2055	plus_myc	4	138	0.021
2056	plus_myc	4	138	0.064
2057	plus_myc	4	138	0.300
2058	plus_myc	4	138	0.429
2059	plus_myc	4	138	0.600
2060	plus_myc	4	138	0.300
2061	plus_myc	4	139	0.086
2062	plus_myc	4	139	3.324
2063	plus_myc	4	139	0.021
2064	plus_myc	4	139	0.172
2065	plus_myc	4	139	0.021
2066	plus_myc	4	139	2.487
2067	plus_myc	4	139	0.064
2068	plus_myc	4	139	0.129
2069	plus_myc	4	139	0.150
2070	plus_myc	4	139	4.138
2071	plus_myc	4	139	0.043
2072	plus_myc	4	139	0.086
2073	plus_myc	4	139	0.021
2074	plus_myc	4	139	0.536
2075	plus_myc	4	139	0.300
2076	plus_myc	4	139	0.021
2077	plus_myc	4	139	1.394
2078	plus_myc	4	139	0.086
2079	plus_myc	4	139	0.236
2080	plus_myc	4	139	0.086
2081	plus_myc	4	140	2.058
2082	plus_myc	4	140	0.343
2083	plus_myc	4	140	0.557
2084	plus_myc	4	140	2.702
2085	plus_myc	4	140	1.051
2086	plus_myc	4	140	0.021
2087	plus_myc	4	140	0.193
2088	plus_myc	4	140	0.129
2089	plus_myc	4	140	0.107
2090	plus_myc	4	140	0.043
2091	plus_myc	4	140	0.107
2092	plus_myc	4	140	0.708
2093	plus_myc	4	140	1.715
2094	plus_myc	4	140	0.086
2095	plus_myc	4	140	0.129
2096	plus_myc	4	141	0.129
2097	plus_myc	4	141	0.600
2098	plus_myc	4	141	0.043
2099	plus_myc	4	141	0.064
2100	plus_myc	4	141	0.300
2101	plus_myc	4	141	0.064
2102	plus_myc	4	141	1.051
2103	plus_myc	4	141	0.043
2104	plus_myc	4	141	0.214
2105	plus_myc	4	141	0.086
2106	plus_myc	4	141	0.043
2107	plus_myc	4	141	0.343
2108	plus_myc	4	141	0.021
2109	plus_myc	4	141	0.086
2110	plus_myc	4	142	1.394
2111	plus_myc	4	142	0.172
2112	plus_myc	4	142	0.021
2113	plus_myc	4	142	1.179
2114	plus_myc	4	142	0.708
2115	plus_myc	4	142	0.172
2116	plus_myc	4	142	0.150
2117	plus_myc	4	142	0.021
2118	plus_myc	4	142	0.193
2119	plus_myc	4	142	0.043
2120	plus_myc	4	142	0.021
2121	plus_myc	4	142	0.365
2122	plus_myc	4	142	0.729
2123	plus_myc	4	142	0.279
2124	plus_myc	4	142	0.107
2125	plus_myc	4	142	0.472
2126	plus_myc	4	142	0.021
2127	plus_myc	4	142	0.493
2128	plus_myc	4	142	0.365
2129	plus_myc	4	142	0.214
2130	plus_myc	4	142	0.021
2131	plus_myc	4	142	0.214
2132	plus_myc	4	142	0.064
2133	plus_myc	4	143	0.407
2134	plus_myc	4	143	0.129
2135	plus_myc	4	143	0.279
2136	plus_myc	4	143	0.086
2137	plus_myc	4	143	0.043
2138	plus_myc	4	143	0.257
2139	plus_myc	4	143	0.300
2140	plus_myc	4	143	0.043
2141	plus_myc	4	143	0.064
2142	plus_myc	4	143	0.107
2143	plus_myc	4	143	0.450
2144	plus_myc	4	143	0.129
2145	plus_myc	4	144	1.522
2146	plus_myc	4	144	0.021
2147	plus_myc	5	145	0.193
2148	plus_myc	5	145	2.273
2149	plus_myc	5	145	0.236
2150	plus_myc	5	145	0.150
2151	plus_myc	5	145	0.043
2152	plus_myc	5	145	1.244
2153	plus_myc	5	145	0.064
2154	plus_myc	5	145	0.300
2155	plus_myc	5	145	1.694
2156	plus_myc	5	145	0.214
2157	plus_myc	5	145	0.021
2158	plus_myc	5	145	0.193
2159	plus_myc	5	145	0.493
2160	plus_myc	5	145	0.257
2161	plus_myc	5	145	0.236
2162	plus_myc	5	145	0.043
2163	plus_myc	5	145	0.043
2164	plus_myc	5	145	0.043
2165	plus_myc	5	145	0.472
2166	plus_myc	5	145	0.300
2167	plus_myc	5	145	0.236
2168	plus_myc	5	145	0.043
2169	plus_myc	5	145	0.021
2170	plus_myc	5	145	0.343
2171	plus_myc	5	145	0.021
2172	plus_myc	5	145	0.064
2173	plus_myc	5	145	0.322
2174	plus_myc	5	146	0.343
2175	plus_myc	5	146	0.279
2176	plus_myc	5	146	0.214
2177	plus_myc	5	146	2.895
2178	plus_myc	5	146	0.064
2179	plus_myc	5	146	0.086
2180	plus_myc	5	146	0.214
2181	plus_myc	5	146	0.107
2182	plus_myc	5	146	0.043
2183	plus_myc	5	146	0.021
2184	plus_myc	5	146	0.021
2185	plus_myc	5	147	0.386
2186	plus_myc	5	147	0.172
2187	plus_myc	5	147	0.193
2188	plus_myc	5	147	0.064
2189	plus_myc	5	147	1.587
2190	plus_myc	5	147	0.322
2191	plus_myc	5	148	1.244
2192	plus_myc	5	148	0.064
2193	plus_myc	5	148	1.544
2194	plus_myc	5	148	0.279
2195	plus_myc	5	148	0.943
2196	plus_myc	5	148	0.279
2197	plus_myc	5	148	0.043
2198	plus_myc	5	148	0.279
2199	plus_myc	5	148	0.279
2200	plus_myc	5	148	0.279
2201	plus_myc	5	148	0.257
2202	plus_myc	5	148	1.051
2203	plus_myc	5	148	0.193
2204	plus_myc	5	148	0.064
2205	plus_myc	5	148	0.343
2206	plus_myc	5	148	0.086
2207	plus_myc	5	148	0.107
2208	plus_myc	5	148	0.064
2209	plus_myc	5	148	0.021
2210	plus_myc	5	148	0.279
2211	plus_myc	5	148	0.343
2212	plus_myc	5	148	0.279
2213	plus_myc	5	149	0.086
2214	plus_myc	5	149	0.086
2215	plus_myc	5	149	0.472
2216	plus_myc	5	149	0.279
2217	plus_myc	5	149	0.021
2218	plus_myc	5	149	0.772
2219	plus_myc	5	149	0.172
2220	plus_myc	5	149	0.107
2221	plus_myc	5	149	0.922
2222	plus_myc	5	149	0.086
2223	plus_myc	5	149	0.021
2224	plus_myc	5	149	0.043
2225	plus_myc	5	149	0.064
2226	plus_myc	5	149	0.064
2227	plus_myc	5	149	0.622
2228	plus_myc	5	149	0.021
2229	plus_myc	5	149	0.043
2230	plus_myc	5	149	0.064
2231	plus_myc	5	149	0.622
2232	plus_myc	5	149	0.236
2233	plus_myc	5	149	0.622
2234	plus_myc	5	149	0.343
2235	plus_myc	5	149	0.193
2236	plus_myc	5	149	0.579
2237	plus_myc	5	149	0.021
2238	plus_myc	5	149	0.064
2239	plus_myc	5	150	1.630
2240	plus_myc	5	150	1.372
2241	plus_myc	5	150	0.172
2242	plus_myc	5	150	0.429
2243	plus_myc	5	150	0.064
2244	plus_myc	5	150	0.107
2245	plus_myc	5	150	1.094
2246	plus_myc	5	150	0.021
2247	plus_myc	5	150	0.365
2248	plus_myc	5	150	0.600
2249	plus_myc	5	150	1.351
2250	plus_myc	5	150	1.887
2251	plus_myc	5	150	0.172
2252	plus_myc	5	150	0.257
2253	plus_myc	5	150	0.708
2254	plus_myc	5	150	0.021
2255	plus_myc	5	150	0.107
2256	plus_myc	5	150	0.086
2257	plus_myc	5	150	0.322
2258	plus_myc	5	150	0.086
2259	plus_myc	5	150	0.622
2260	plus_myc	5	150	0.086
2261	plus_myc	5	150	0.236
2262	plus_myc	5	150	0.021
2263	plus_myc	5	150	0.021
2264	plus_myc	5	150	0.021
2265	plus_myc	5	150	0.472
2266	plus_myc	5	150	2.380
2267	plus_myc	5	150	0.021
2268	plus_myc	5	150	0.064
2269	plus_myc	5	150	0.150
2270	plus_myc	5	150	0.236
2271	plus_myc	5	150	0.043
2272	plus_myc	5	150	0.214
2273	plus_myc	5	150	0.257
2274	plus_myc	5	150	0.257
2275	plus_myc	5	150	0.343
2276	plus_myc	5	150	0.214
2277	plus_myc	5	150	0.836
2278	plus_myc	5	150	0.236
2279	plus_myc	5	150	0.021
2280	plus_myc	5	150	0.021
2281	plus_myc	5	150	0.021
2282	plus_myc	5	150	0.257
2283	plus_myc	5	150	0.043
2284	plus_myc	5	150	0.064
2285	plus_myc	5	150	0.107
2286	plus_myc	5	151	3.324
2287	plus_myc	5	151	0.300
2288	plus_myc	5	151	0.214
2289	plus_myc	5	151	0.300
2290	plus_myc	5	151	0.150
2291	plus_myc	5	151	0.043
2292	plus_myc	5	151	0.236
2293	plus_myc	5	151	0.107
2294	plus_myc	5	151	2.380
2295	plus_myc	5	151	0.343
2296	plus_myc	5	151	0.365
2297	plus_myc	5	151	0.129
2298	plus_myc	5	151	0.407
2299	plus_myc	5	151	0.064
2300	plus_myc	5	152	0.257
2301	plus_myc	5	152	0.214
2302	plus_myc	5	152	0.107
2303	plus_myc	5	152	0.043
2304	plus_myc	5	152	0.129
2305	plus_myc	5	152	0.043
2306	plus_myc	5	152	0.193
2307	plus_myc	5	152	0.472
2308	plus_myc	5	152	0.236
2309	plus_myc	5	152	0.129
2310	plus_myc	5	152	0.107
2311	plus_myc	5	152	0.193
2312	plus_myc	5	152	0.193
2313	plus_myc	5	152	0.279
2314	plus_myc	5	152	0.193
2315	plus_myc	5	152	0.257
2316	plus_myc	5	152	0.021
2317	plus_myc	5	153	0.107
2318	plus_myc	5	153	1.780
2319	plus_myc	5	153	0.129
2320	plus_myc	5	153	0.322
2321	plus_myc	5	153	0.064
2322	plus_myc	5	153	0.279
2323	plus_myc	5	153	0.386
2324	plus_myc	5	153	0.172
2325	plus_myc	5	153	0.300
2326	plus_myc	5	153	0.214
2327	plus_myc	5	153	0.686
2328	plus_myc	5	153	0.150
2329	plus_myc	5	153	0.236
2330	plus_myc	5	153	0.214
2331	plus_myc	5	153	0.365
2332	plus_myc	5	154	0.257
2333	plus_myc	5	154	2.316
2334	plus_myc	5	154	0.129
2335	plus_myc	5	154	0.021
2336	plus_myc	5	154	0.815
2337	plus_myc	5	154	0.279
2338	plus_myc	5	154	3.238
2339	plus_myc	5	154	0.043
2340	plus_myc	5	154	0.686
2341	plus_myc	5	154	1.094
2342	plus_myc	5	154	0.021
2343	plus_myc	5	154	0.021
2344	plus_myc	5	154	0.043
2345	plus_myc	5	154	0.064
2346	plus_myc	5	154	1.522
2347	plus_myc	5	154	0.257
2348	plus_myc	5	154	0.021
2349	plus_myc	5	154	0.107
2350	plus_myc	5	154	0.150
2351	plus_myc	5	154	1.458
2352	plus_myc	5	154	0.172
2353	plus_myc	5	154	0.407
2354	plus_myc	5	154	0.043
2355	plus_myc	5	154	0.021
2356	plus_myc	5	154	0.343
2357	plus_myc	5	154	0.172
2358	plus_myc	5	154	0.064
2359	plus_myc	5	154	0.236
2360	plus_myc	5	154	0.493
2361	plus_myc	5	154	0.193
2362	plus_myc	5	154	0.322
2363	plus_myc	5	154	0.086
2364	plus_myc	5	154	0.021
2365	plus_myc	5	154	0.107
2366	plus_myc	5	154	0.150
2367	plus_myc	5	154	0.107
2368	plus_myc	5	154	1.029
2369	plus_myc	5	154	0.300
2370	plus_myc	5	155	0.279
2371	plus_myc	5	155	0.129
2372	plus_myc	5	155	0.193
2373	plus_myc	5	155	0.257
2374	plus_myc	5	155	0.365
2375	plus_myc	5	155	0.064
2376	plus_myc	5	155	0.708
2377	plus_myc	5	155	0.300
2378	plus_myc	5	155	0.343
2379	plus_myc	5	155	0.043
2380	plus_myc	5	155	0.279
2381	plus_myc	5	155	1.115
2382	plus_myc	5	155	0.257
2383	plus_myc	5	155	0.021
2384	plus_myc	5	155	0.021
2385	plus_myc	5	155	1.930
2386	plus_myc	5	155	0.107
2387	plus_myc	5	155	0.021
2388	plus_myc	5	155	0.236
2389	plus_myc	5	155	0.107
2390	plus_myc	5	155	0.021
2391	plus_myc	5	155	0.064
2392	plus_myc	5	155	0.021
2393	plus_myc	5	155	0.043
2394	plus_myc	5	155	0.064
2395	plus_myc	5	155	0.043
2396	plus_myc	5	155	0.214
2397	plus_myc	5	155	0.150
2398	plus_myc	5	155	0.150
2399	plus_myc	5	155	0.021
2400	plus_myc	5	155	0.021
2401	plus_myc	5	156	0.150
2402	plus_myc	5	156	0.429
2403	plus_myc	5	156	2.594
2404	plus_myc	5	156	0.129
2405	plus_myc	5	156	0.407
2406	plus_myc	5	156	0.300
2407	plus_myc	5	156	0.021
2408	plus_myc	5	156	0.729
2409	plus_myc	5	156	0.043
2410	plus_myc	5	156	0.858
2411	plus_myc	5	156	0.172
2412	plus_myc	5	156	0.043
2413	plus_myc	5	156	0.107
2414	plus_myc	5	156	0.150
2415	plus_myc	5	156	1.115
2416	plus_myc	5	156	0.150
2417	plus_myc	5	156	0.472
2418	plus_myc	5	156	0.064
2419	plus_myc	5	156	0.236
2420	plus_myc	5	156	0.064
2421	plus_myc	5	156	0.429
2422	plus_myc	5	156	0.708
2423	plus_myc	5	156	2.530
2424	plus_myc	5	156	0.107
2425	plus_myc	5	156	0.043
2426	plus_myc	5	156	0.129
2427	plus_myc	5	156	0.515
2428	plus_myc	5	156	0.064
2429	plus_myc	5	157	0.021
2430	plus_myc	5	157	0.257
2431	plus_myc	5	157	0.300
2432	plus_myc	5	157	2.016
2433	plus_myc	5	157	0.214
2434	plus_myc	5	157	0.536
2435	plus_myc	5	157	0.193
2436	plus_myc	5	157	0.300
2437	plus_myc	5	157	0.043
2438	plus_myc	5	157	0.279
2439	plus_myc	5	157	0.107
2440	plus_myc	5	157	0.579
2441	plus_myc	5	157	0.922
2442	plus_myc	5	157	0.086
2443	plus_myc	5	157	0.086
2444	plus_myc	5	157	0.150
2445	plus_myc	5	157	0.300
2446	plus_myc	5	157	0.429
2447	plus_myc	5	157	0.557
2448	plus_myc	5	157	0.214
2449	plus_myc	5	157	0.064
2450	plus_myc	5	157	0.965
2451	plus_myc	5	157	0.021
2452	plus_myc	5	158	1.158
2453	plus_myc	5	158	0.322
2454	plus_myc	5	158	0.236
2455	plus_myc	5	158	0.343
2456	plus_myc	5	158	0.064
2457	plus_myc	5	159	0.493
2458	plus_myc	5	159	0.236
2459	plus_myc	5	159	0.515
2460	plus_myc	5	159	0.236
2461	plus_myc	5	159	0.257
2462	plus_myc	5	159	0.172
2463	plus_myc	5	159	0.579
2464	plus_myc	5	159	0.300
2465	plus_myc	5	159	0.064
2466	plus_myc	5	159	0.043
2467	plus_myc	5	159	0.236
2468	plus_myc	5	159	0.386
2469	plus_myc	5	159	0.965
2470	plus_myc	5	159	0.386
2471	plus_myc	5	160	0.129
2472	plus_myc	5	160	0.708
2473	plus_myc	5	160	0.429
2474	plus_myc	5	160	0.214
2475	plus_myc	5	160	0.021
2476	plus_myc	5	160	0.150
2477	plus_myc	5	160	0.193
2478	plus_myc	5	160	0.021
2479	plus_myc	5	160	0.965
2480	plus_myc	5	160	1.458
2481	plus_myc	5	160	0.021
2482	plus_myc	5	160	0.107
2483	plus_myc	5	160	0.515
2484	plus_myc	5	160	0.129
2485	plus_myc	5	160	0.107
2486	plus_myc	5	160	0.021
2487	plus_myc	5	160	1.029
2488	plus_myc	5	160	0.536
2489	plus_myc	5	160	0.686
2490	plus_myc	5	160	0.236
