spot	condition	image	cell	area_um2
2147	plus_myc	5	179	0.257
2148	plus_myc	5	179	0.086
2149	plus_myc	5	179	0.129
2150	plus_myc	5	179	0.086
2151	plus_myc	5	180	0.043
2152	plus_myc	5	180	0.279
2153	plus_myc	5	180	0.386
2154	plus_myc	5	180	0.086
2155	plus_myc	5	180	0.236
2156	plus_myc	5	180	0.193
2157	plus_myc	5	180	0.343
2158	plus_myc	5	180	0.279
2159	plus_myc	5	180	0.365
2160	plus_myc	5	180	0.279
2161	plus_myc	5	180	0.021
2162	plus_myc	5	180	0.665
2163	plus_myc	5	180	0.515
2164	plus_myc	5	180	0.257
2165	plus_myc	5	181	0.386
2166	plus_myc	5	181	0.086
2167	plus_myc	5	181	0.901
2168	plus_myc	5	181	0.086
2169	plus_myc	5	181	0.021
2170	plus_myc	5	181	0.600
2171	plus_myc	5	181	0.043
2172	plus_myc	5	181	0.365
2173	plus_myc	5	181	0.300
2174	plus_myc	5	181	0.343
2175	plus_myc	5	181	0.600
2176	plus_myc	5	181	1.823
2177	plus_myc	5	181	0.214
2178	plus_myc	5	181	0.021
2179	plus_myc	5	181	0.129
2180	plus_myc	5	181	0.043
2181	plus_myc	5	181	0.322
2182	plus_myc	5	181	0.150
2183	plus_myc	5	181	0.172
2184	plus_myc	5	181	0.257
2185	plus_myc	5	181	0.043
2186	plus_myc	5	181	0.193
2187	plus_myc	5	181	0.536
2188	plus_myc	5	181	0.021
2189	plus_myc	5	181	0.322
2190	plus_myc	5	182	0.322
2191	plus_myc	5	182	0.107
2192	plus_myc	5	182	0.493
2193	plus_myc	5	182	0.043
2194	plus_myc	5	182	1.651
2195	plus_myc	5	182	0.021
2196	plus_myc	5	182	0.021
2197	plus_myc	5	182	0.322
2198	plus_myc	5	182	0.107
2199	plus_myc	5	182	0.279
2200	plus_myc	5	182	0.150
2201	plus_myc	5	182	0.129
2202	plus_myc	5	182	0.086
2203	plus_myc	5	182	0.021
2204	plus_myc	5	182	0.043
2205	plus_myc	5	182	0.172
2206	plus_myc	5	182	0.300
2207	plus_myc	5	182	0.043
2208	plus_myc	5	182	0.107
2209	plus_myc	5	182	0.322
2210	plus_myc	5	183	0.300
2211	plus_myc	5	183	0.172
2212	plus_myc	5	183	0.021
2213	plus_myc	5	183	0.021
2214	plus_myc	5	183	0.429
2215	plus_myc	5	183	0.193
2216	plus_myc	5	183	0.021
2217	plus_myc	5	184	0.064
2218	plus_myc	5	184	0.536
2219	plus_myc	5	184	0.772
2220	plus_myc	5	184	0.450
2221	plus_myc	5	184	0.021
2222	plus_myc	5	184	0.021
2223	plus_myc	5	184	0.086
2224	plus_myc	5	184	0.021
2225	plus_myc	5	184	0.021
2226	plus_myc	5	184	0.086
2227	plus_myc	5	184	0.043
2228	plus_myc	5	184	0.300
2229	plus_myc	5	184	0.021
2230	plus_myc	5	184	0.493
2231	plus_myc	5	184	0.193
2232	plus_myc	5	184	0.214
2233	plus_myc	5	184	0.043
2234	plus_myc	5	185	0.193
2235	plus_myc	5	185	0.064
2236	plus_myc	5	185	0.172
2237	plus_myc	5	185	0.214
2238	plus_myc	5	185	0.064
2239	plus_myc	5	185	0.150
2240	plus_myc	5	185	0.021
2241	plus_myc	5	185	0.043
2242	plus_myc	5	185	0.450
2243	plus_myc	5	185	0.214
2244	plus_myc	5	185	0.214
2245	plus_myc	5	185	0.021
2246	plus_myc	5	185	0.107
2247	plus_myc	5	185	0.708
2248	plus_myc	5	185	0.150
2249	plus_myc	5	185	0.064
2250	plus_myc	5	186	0.107
2251	plus_myc	5	186	0.021
2252	plus_myc	5	186	0.750
2253	plus_myc	5	186	0.322
2254	plus_myc	5	186	0.129
2255	plus_myc	5	186	0.450
2256	plus_myc	5	186	0.021
2257	plus_myc	5	186	0.365
2258	plus_myc	5	186	0.322
2259	plus_myc	5	186	0.107
2260	plus_myc	5	186	0.236
2261	plus_myc	5	186	0.193
2262	plus_myc	5	186	0.021
2263	plus_myc	5	186	0.043
2264	plus_myc	5	186	0.407
2265	plus_myc	5	186	0.643
2266	plus_myc	5	186	0.450
2267	plus_myc	5	186	0.214
2268	plus_myc	5	186	0.107
2269	plus_myc	5	186	0.708
2270	plus_myc	5	186	0.322
2271	plus_myc	5	186	0.021
2272	plus_myc	5	186	0.021
2273	plus_myc	5	186	0.322
2274	plus_myc	5	186	0.150
2275	plus_myc	5	186	0.172
2276	plus_myc	5	186	0.236
2277	plus_myc	5	186	0.300
2278	plus_myc	5	186	0.257
2279	plus_myc	5	186	0.172
2280	plus_myc	5	186	0.129
2281	plus_myc	5	186	0.043
2282	plus_myc	5	186	0.129
2283	plus_myc	5	186	0.043
2284	plus_myc	5	186	0.021
2285	plus_myc	5	186	0.064
2286	plus_myc	5	187	0.043
2287	plus_myc	5	187	0.322
2288	plus_myc	5	187	0.129
2289	plus_myc	5	187	0.214
2290	plus_myc	5	187	0.172
2291	plus_myc	5	187	0.043
2292	plus_myc	5	187	0.708
2293	plus_myc	5	187	0.214
2294	plus_myc	5	187	0.257
2295	plus_myc	6	188	0.043
2296	plus_myc	6	188	0.386
2297	plus_myc	6	188	0.322
2298	plus_myc	6	188	0.043
2299	plus_myc	6	188	0.172
2300	plus_myc	6	188	0.172
2301	plus_myc	6	188	0.407
2302	plus_myc	6	188	0.193
2303	plus_myc	6	188	0.129
2304	plus_myc	6	189	0.300
2305	plus_myc	6	189	0.172
2306	plus_myc	6	189	0.021
2307	plus_myc	6	189	0.214
2308	plus_myc	6	189	0.064
2309	plus_myc	6	189	0.086
2310	plus_myc	6	189	0.086
2311	plus_myc	6	189	0.086
2312	plus_myc	6	189	0.279
2313	plus_myc	6	189	0.064
2314	plus_myc	6	189	0.021
2315	plus_myc	6	189	0.665
2316	plus_myc	6	189	0.236
2317	plus_myc	6	189	0.236
2318	plus_myc	6	189	0.322
2319	plus_myc	6	190	0.021
2320	plus_myc	6	190	0.064
2321	plus_myc	6	190	0.407
2322	plus_myc	6	190	0.472
2323	plus_myc	6	190	0.300
2324	plus_myc	6	190	0.043
2325	plus_myc	6	190	0.064
2326	plus_myc	6	190	0.493
2327	plus_myc	6	190	0.686
2328	plus_myc	6	190	0.407
2329	plus_myc	6	191	0.214
2330	plus_myc	6	191	0.214
2331	plus_myc	6	191	0.214
2332	plus_myc	6	191	0.086
2333	plus_myc	6	191	0.257
2334	plus_myc	6	191	0.150
2335	plus_myc	6	191	0.236
2336	plus_myc	6	191	0.043
2337	plus_myc	6	191	0.386
2338	plus_myc	6	191	0.343
2339	plus_myc	6	191	0.172
2340	plus_myc	6	191	0.172
2341	plus_myc	6	191	0.021
2342	plus_myc	6	191	0.365
2343	plus_myc	6	191	0.021
2344	plus_myc	6	191	0.279
2345	plus_myc	6	191	0.172
2346	plus_myc	6	191	0.300
2347	plus_myc	6	191	0.043
2348	plus_myc	6	191	0.214
2349	plus_myc	6	191	0.086
2350	plus_myc	6	191	0.086
2351	plus_myc	6	191	0.300
2352	plus_myc	6	191	0.021
2353	plus_myc	6	191	0.279
2354	plus_myc	6	192	0.021
2355	plus_myc	6	192	0.729
2356	plus_myc	6	192	0.193
2357	plus_myc	6	192	0.064
2358	plus_myc	6	192	0.665
2359	plus_myc	6	192	0.257
2360	plus_myc	6	192	0.021
2361	plus_myc	6	192	0.279
2362	plus_myc	6	192	0.236
2363	plus_myc	6	192	0.343
2364	plus_myc	6	192	0.086
2365	plus_myc	6	192	0.407
2366	plus_myc	6	192	0.150
2367	plus_myc	6	192	0.150
2368	plus_myc	6	192	0.043
2369	plus_myc	6	192	0.515
2370	plus_myc	6	192	0.129
2371	plus_myc	6	192	0.086
2372	plus_myc	6	193	0.708
2373	plus_myc	6	193	0.300
2374	plus_myc	6	193	0.493
2375	plus_myc	6	193	0.322
2376	plus_myc	6	193	0.150
2377	plus_myc	6	193	0.193
2378	plus_myc	6	193	0.107
2379	plus_myc	6	193	0.365
2380	plus_myc	6	193	0.386
2381	plus_myc	6	193	1.608
2382	plus_myc	6	193	0.365
2383	plus_myc	6	193	0.086
2384	plus_myc	6	193	0.236
2385	plus_myc	6	193	0.107
2386	plus_myc	6	193	0.172
2387	plus_myc	6	193	0.729
2388	plus_myc	6	193	0.214
2389	plus_myc	6	194	0.107
2390	plus_myc	6	194	0.086
2391	plus_myc	6	194	0.322
2392	plus_myc	6	194	0.021
2393	plus_myc	6	194	0.365
2394	plus_myc	6	194	0.064
2395	plus_myc	6	194	0.150
2396	plus_myc	6	194	0.129
2397	plus_myc	6	194	0.279
2398	plus_myc	6	194	0.279
2399	plus_myc	6	194	0.386
2400	plus_myc	6	194	0.365
2401	plus_myc	6	194	0.365
2402	plus_myc	6	194	0.450
2403	plus_myc	6	194	0.322
2404	plus_myc	6	194	0.064
2405	plus_myc	6	194	0.193
2406	plus_myc	6	194	0.279
2407	plus_myc	6	195	0.129
2408	plus_myc	6	195	0.043
2409	plus_myc	6	195	0.236
2410	plus_myc	6	195	0.257
2411	plus_myc	6	195	0.536
2412	plus_myc	6	195	0.172
2413	plus_myc	6	195	0.193
2414	plus_myc	6	195	0.214
2415	plus_myc	6	195	0.300
2416	plus_myc	6	195	0.150
2417	plus_myc	6	195	0.214
2418	plus_myc	6	195	0.086
2419	plus_myc	6	195	0.686
2420	plus_myc	6	195	0.279
2421	plus_myc	6	195	0.043
2422	plus_myc	6	196	0.193
2423	plus_myc	6	196	0.386
2424	plus_myc	6	196	0.150
2425	plus_myc	6	196	0.322
2426	plus_myc	6	196	0.021
2427	plus_myc	6	196	0.450
2428	plus_myc	6	196	0.043
2429	plus_myc	6	196	0.472
2430	plus_myc	6	196	0.107
2431	plus_myc	6	196	0.129
2432	plus_myc	6	196	0.257
2433	plus_myc	6	196	0.021
2434	plus_myc	6	196	0.064
2435	plus_myc	6	196	0.429
2436	plus_myc	6	196	0.086
2437	plus_myc	6	196	0.021
2438	plus_myc	6	196	0.322
2439	plus_myc	6	196	0.365
2440	plus_myc	6	196	0.343
2441	plus_myc	6	196	0.407
2442	plus_myc	6	196	0.021
2443	plus_myc	6	196	0.472
2444	plus_myc	6	196	0.257
2445	plus_myc	6	196	0.129
2446	plus_myc	6	196	0.600
2447	plus_myc	6	196	0.064
2448	plus_myc	6	196	0.021
2449	plus_myc	6	196	0.300
2450	plus_myc	6	196	0.086
2451	plus_myc	6	196	0.043
2452	plus_myc	6	196	0.386
2453	plus_myc	6	197	0.107
2454	plus_myc	6	197	0.407
2455	plus_myc	6	197	0.193
2456	plus_myc	6	197	0.386
2457	plus_myc	6	197	0.129
2458	plus_myc	6	197	0.107
2459	plus_myc	6	197	1.544
2460	plus_myc	6	197	0.021
2461	plus_myc	6	197	0.086
2462	plus_myc	6	197	0.343
2463	plus_myc	6	197	0.043
2464	plus_myc	6	197	0.236
2465	plus_myc	6	197	0.086
2466	plus_myc	6	197	0.064
2467	plus_myc	6	197	0.429
2468	plus_myc	6	197	0.214
2469	plus_myc	6	197	0.043
2470	plus_myc	6	197	0.107
2471	plus_myc	6	197	0.236
2472	plus_myc	6	197	0.064
2473	plus_myc	6	197	0.086
2474	plus_myc	6	197	0.193
2475	plus_myc	6	197	0.300
2476	plus_myc	6	197	0.021
2477	plus_myc	6	197	0.322
2478	plus_myc	6	197	0.279
2479	plus_myc	6	198	0.429
2480	plus_myc	6	198	0.064
2481	plus_myc	6	198	0.322
2482	plus_myc	6	198	0.343
2483	plus_myc	6	198	0.064
2484	plus_myc	6	198	0.686
2485	plus_myc	6	198	0.708
2486	plus_myc	6	198	0.021
2487	plus_myc	6	198	0.064
2488	plus_myc	6	198	1.222
2489	plus_myc	6	198	0.150
2490	plus_myc	6	198	0.129
2491	plus_myc	6	198	0.386
2492	plus_myc	6	198	0.322
2493	plus_myc	6	198	0.429
2494	plus_myc	6	198	0.365
2495	plus_myc	6	198	0.236
2496	plus_myc	6	198	0.214
2497	plus_myc	6	198	0.214
2498	plus_myc	6	198	0.279
2499	plus_myc	6	198	0.064
2500	plus_myc	6	198	0.515
2501	plus_myc	6	198	0.129
2502	plus_myc	6	198	0.107
2503	plus_myc	6	198	0.129
2504	plus_myc	6	198	0.214
2505	plus_myc	6	199	1.008
2506	plus_myc	6	199	0.429
2507	plus_myc	6	199	0.386
2508	plus_myc	6	199	0.172
2509	plus_myc	6	199	0.150
2510	plus_myc	6	199	0.172
2511	plus_myc	6	199	0.472
2512	plus_myc	6	199	0.300
2513	plus_myc	6	199	0.172
2514	plus_myc	6	199	0.257
2515	plus_myc	6	200	0.107
2516	plus_myc	6	200	0.086
2517	plus_myc	6	200	0.214
2518	plus_myc	6	200	0.021
2519	plus_myc	6	200	0.193
2520	plus_myc	6	200	0.021
2521	plus_myc	6	200	0.021
2522	plus_myc	6	200	0.279
2523	plus_myc	6	200	0.150
2524	plus_myc	6	200	0.600
2525	plus_myc	6	200	0.086
2526	plus_myc	6	200	0.021
2527	plus_myc	6	200	0.129
2528	plus_myc	6	200	0.107
2529	plus_myc	6	200	0.043
2530	plus_myc	6	200	0.193
2531	plus_myc	6	200	0.064
2532	plus_myc	6	201	0.343
2533	plus_myc	6	201	0.515
2534	plus_myc	6	201	1.094
2535	plus_myc	6	201	0.107
2536	plus_myc	6	201	0.193
2537	plus_myc	6	201	0.257
2538	plus_myc	6	201	0.429
2539	plus_myc	6	201	0.236
2540	plus_myc	6	201	0.193
2541	plus_myc	6	201	0.021
2542	plus_myc	6	201	0.086
2543	plus_myc	6	201	0.021
2544	plus_myc	6	201	0.043
2545	plus_myc	6	202	0.086
2546	plus_myc	6	202	0.172
2547	plus_myc	6	202	0.493
2548	plus_myc	6	203	1.608
2549	plus_myc	6	203	0.021
2550	plus_myc	6	203	0.279
2551	plus_myc	6	203	0.021
2552	plus_myc	6	203	0.043
2553	plus_myc	6	203	0.086
2554	plus_myc	6	203	0.021
2555	plus_myc	6	203	0.021
2556	plus_myc	7	204	0.107
2557	plus_myc	7	204	0.129
2558	plus_myc	7	204	0.815
2559	plus_myc	7	204	0.300
2560	plus_myc	7	204	0.386
2561	plus_myc	7	204	0.386
2562	plus_myc	7	204	0.643
2563	plus_myc	7	204	0.043
2564	plus_myc	7	204	0.064
2565	plus_myc	7	204	1.244
2566	plus_myc	7	204	0.236
2567	plus_myc	7	204	0.064
2568	plus_myc	7	204	0.214
2569	plus_myc	7	204	0.150
2570	plus_myc	7	204	0.279
2571	plus_myc	7	204	0.279
2572	plus_myc	7	204	0.236
2573	plus_myc	7	205	0.193
2574	plus_myc	7	205	0.129
2575	plus_myc	7	205	0.021
2576	plus_myc	7	205	0.193
2577	plus_myc	7	205	0.343
2578	plus_myc	7	205	0.021
2579	plus_myc	7	205	0.214
2580	plus_myc	7	205	0.086
2581	plus_myc	7	205	0.450
2582	plus_myc	7	205	0.193
2583	plus_myc	7	205	0.107
2584	plus_myc	7	205	0.429
2585	plus_myc	7	205	0.043
2586	plus_myc	7	205	0.579
2587	plus_myc	7	205	0.193
2588	plus_myc	7	205	0.086
2589	plus_myc	7	205	0.086
2590	plus_myc	7	205	0.129
2591	plus_myc	7	205	1.329
2592	plus_myc	7	205	0.150
2593	plus_myc	7	205	0.365
2594	plus_myc	7	205	0.129
2595	plus_myc	7	206	0.365
2596	plus_myc	7	206	0.043
2597	plus_myc	7	206	0.300
2598	plus_myc	7	206	0.086
2599	plus_myc	7	206	0.279
2600	plus_myc	7	206	0.043
2601	plus_myc	7	206	0.365
2602	plus_myc	7	206	1.222
2603	plus_myc	7	206	0.279
2604	plus_myc	7	206	0.043
2605	plus_myc	7	206	0.086
2606	plus_myc	7	206	0.129
2607	plus_myc	7	206	0.879
2608	plus_myc	7	206	0.965
2609	plus_myc	7	206	0.343
2610	plus_myc	7	206	0.043
2611	plus_myc	7	206	0.086
2612	plus_myc	7	206	0.322
2613	plus_myc	7	206	0.901
2614	plus_myc	7	206	0.129
2615	plus_myc	7	206	0.193
2616	plus_myc	7	206	0.343
2617	plus_myc	7	206	0.472
2618	plus_myc	7	206	0.407
2619	plus_myc	7	206	0.064
2620	plus_myc	7	206	0.193
2621	plus_myc	7	206	0.064
2622	plus_myc	7	206	0.086
2623	plus_myc	7	206	0.322
2624	plus_myc	7	206	0.214
2625	plus_myc	7	206	0.150
2626	plus_myc	7	206	0.386
2627	plus_myc	7	206	0.450
2628	plus_myc	7	206	0.043
2629	plus_myc	7	206	0.086
2630	plus_myc	7	206	0.493
2631	plus_myc	7	206	0.322
2632	plus_myc	7	206	0.322
2633	plus_myc	7	206	0.236
2634	plus_myc	7	206	0.214
2635	plus_myc	7	206	0.064
2636	plus_myc	7	206	0.043
2637	plus_myc	7	206	1.780
2638	plus_myc	7	206	0.300
2639	plus_myc	7	206	0.086
2640	plus_myc	7	206	0.150
2641	plus_myc	7	206	0.236
2642	plus_myc	7	206	0.064
2643	plus_myc	7	206	0.043
2644	plus_myc	7	207	0.043
2645	plus_myc	7	207	0.107
2646	plus_myc	7	207	0.622
2647	plus_myc	7	207	0.193
2648	plus_myc	7	207	0.279
2649	plus_myc	7	207	0.021
2650	plus_myc	7	207	0.407
2651	plus_myc	7	207	0.322
2652	plus_myc	7	207	0.193
2653	plus_myc	7	207	0.729
2654	plus_myc	7	207	0.086
2655	plus_myc	7	207	0.236
2656	plus_myc	7	207	0.107
2657	plus_myc	7	207	0.086
2658	plus_myc	7	207	0.236
2659	plus_myc	7	207	0.300
2660	plus_myc	7	207	0.429
2661	plus_myc	7	207	0.043
2662	plus_myc	7	207	0.407
2663	plus_myc	7	208	0.643
2664	plus_myc	7	208	0.214
2665	plus_myc	7	208	0.150
2666	plus_myc	7	208	0.107
2667	plus_myc	7	208	0.386
2668	plus_myc	7	208	0.214
2669	plus_myc	7	208	0.579
2670	plus_myc	7	208	0.386
2671	plus_myc	7	208	0.622
2672	plus_myc	7	208	0.021
2673	plus_myc	7	208	0.043
2674	plus_myc	7	208	0.450
2675	plus_myc	7	209	0.086
2676	plus_myc	7	209	0.150
2677	plus_myc	7	209	0.214
2678	plus_myc	7	209	0.300
2679	plus_myc	7	209	0.086
2680	plus_myc	7	209	0.021
2681	plus_myc	7	209	1.029
2682	plus_myc	7	209	0.322
2683	plus_myc	7	209	0.472
2684	plus_myc	7	209	1.308
2685	plus_myc	7	209	1.201
2686	plus_myc	7	209	0.064
2687	plus_myc	7	209	0.450
2688	plus_myc	7	209	0.386
2689	plus_myc	7	209	0.129
2690	plus_myc	7	209	0.515
2691	plus_myc	7	209	0.086
2692	plus_myc	7	209	0.365
2693	plus_myc	7	209	0.064
2694	plus_myc	7	209	0.943
2695	plus_myc	7	209	0.193
2696	plus_myc	7	209	0.043
2697	plus_myc	7	209	0.429
2698	plus_myc	7	209	0.300
2699	plus_myc	7	209	0.064
2700	plus_myc	7	209	0.086
2701	plus_myc	7	209	0.193
2702	plus_myc	7	209	0.021
2703	plus_myc	7	209	0.043
2704	plus_myc	7	209	0.343
2705	plus_myc	7	210	0.214
2706	plus_myc	7	210	0.343
2707	plus_myc	7	210	0.043
2708	plus_myc	7	210	0.064
2709	plus_myc	7	210	0.793
2710	plus_myc	7	210	0.236
2711	plus_myc	7	210	0.279
2712	plus_myc	7	210	0.193
2713	plus_myc	7	210	1.008
2714	plus_myc	7	210	0.107
2715	plus_myc	7	210	0.407
2716	plus_myc	7	210	0.107
2717	plus_myc	7	210	0.365
2718	plus_myc	7	210	0.021
2719	plus_myc	7	210	0.257
2720	plus_myc	7	210	0.257
2721	plus_myc	7	210	0.064
2722	plus_myc	7	210	0.064
2723	plus_myc	7	210	0.129
2724	plus_myc	7	210	0.214
2725	plus_myc	7	210	0.043
2726	plus_myc	7	210	0.172
2727	plus_myc	7	210	0.343
2728	plus_myc	7	210	0.064
2729	plus_myc	7	211	0.021
2730	plus_myc	7	211	0.772
2731	plus_myc	7	211	0.686
2732	plus_myc	7	211	0.214
2733	plus_myc	7	211	0.021
2734	plus_myc	7	211	0.021
2735	plus_myc	7	211	0.086
2736	plus_myc	7	211	0.043
2737	plus_myc	7	211	0.279
2738	plus_myc	7	211	0.322
2739	plus_myc	7	211	0.279
2740	plus_myc	7	211	0.279
2741	plus_myc	7	211	0.365
2742	plus_myc	7	211	0.043
2743	plus_myc	7	211	0.236
2744	plus_myc	7	211	0.043
2745	plus_myc	7	211	0.086
2746	plus_myc	7	211	0.600
2747	plus_myc	7	211	0.236
2748	plus_myc	7	211	0.172
2749	plus_myc	7	211	0.021
2750	plus_myc	7	211	0.021
2751	plus_myc	7	211	0.322
2752	plus_myc	7	211	0.043
2753	plus_myc	7	211	0.322
2754	plus_myc	7	211	0.172
2755	plus_myc	7	211	0.064
2756	plus_myc	7	211	0.193
2757	plus_myc	7	211	0.021
2758	plus_myc	7	211	0.300
2759	plus_myc	7	212	1.008
2760	plus_myc	7	212	0.086
2761	plus_myc	7	212	0.021
2762	plus_myc	7	212	0.086
2763	plus_myc	7	212	0.021
2764	plus_myc	7	212	0.172
2765	plus_myc	7	212	0.236
2766	plus_myc	7	212	0.172
2767	plus_myc	7	212	0.300
2768	plus_myc	7	212	0.021
2769	plus_myc	7	212	0.064
2770	plus_myc	7	212	0.064
2771	plus_myc	7	213	0.043
2772	plus_myc	7	213	0.064
2773	plus_myc	7	213	0.150
2774	plus_myc	7	213	0.214
2775	plus_myc	7	213	0.729
2776	plus_myc	7	213	0.386
2777	plus_myc	7	213	0.043
2778	plus_myc	7	213	0.236
2779	plus_myc	7	214	0.493
2780	plus_myc	7	214	0.729
2781	plus_myc	7	214	0.815
2782	plus_myc	7	214	0.300
2783	plus_myc	7	214	0.450
2784	plus_myc	7	214	0.858
2785	plus_myc	7	214	0.279
2786	plus_myc	7	214	0.172
2787	plus_myc	7	214	0.064
2788	plus_myc	7	215	0.043
2789	plus_myc	7	215	0.064
2790	plus_myc	7	215	0.279
2791	plus_myc	7	215	0.172
2792	plus_myc	7	215	0.214
2793	plus_myc	7	215	0.493
2794	plus_myc	7	215	0.086
2795	plus_myc	7	216	0.236
2796	plus_myc	7	216	0.107
2797	plus_myc	7	216	0.043
2798	plus_myc	7	216	0.386
2799	plus_myc	7	216	0.043
2800	plus_myc	7	216	0.279
2801	plus_myc	7	216	0.064
2802	plus_myc	7	216	0.429
2803	plus_myc	7	216	0.279
2804	plus_myc	7	216	0.300
2805	plus_myc	7	216	0.064
2806	plus_myc	7	216	0.279
2807	plus_myc	7	216	0.021
2808	plus_myc	7	216	0.300
2809	plus_myc	7	216	0.686
2810	plus_myc	7	216	0.236
2811	plus_myc	7	216	0.193
2812	plus_myc	7	216	0.107
2813	plus_myc	7	216	0.300
2814	plus_myc	7	216	0.365
2815	plus_myc	7	216	0.043
2816	plus_myc	7	216	0.129
2817	plus_myc	7	216	0.365
2818	plus_myc	7	216	0.708
2819	plus_myc	7	216	0.622
2820	plus_myc	7	216	0.043
2821	plus_myc	7	216	0.386
2822	plus_myc	7	216	0.172
2823	plus_myc	7	216	0.515
2824	plus_myc	7	216	0.214
2825	plus_myc	7	216	0.365
2826	plus_myc	7	216	0.021
2827	plus_myc	7	216	1.029
2828	plus_myc	7	216	0.365
2829	plus_myc	7	216	0.214
2830	plus_myc	7	216	0.021
2831	plus_myc	7	217	0.279
2832	plus_myc	7	217	1.136
2833	plus_myc	7	217	0.429
2834	plus_myc	7	217	0.150
2835	plus_myc	7	217	1.265
2836	plus_myc	7	217	0.129
2837	plus_myc	7	217	0.086
2838	plus_myc	7	217	0.064
2839	plus_myc	7	217	0.557
2840	plus_myc	7	217	0.579
2841	plus_myc	7	217	0.493
2842	plus_myc	7	217	0.300
2843	plus_myc	7	218	0.322
2844	plus_myc	7	218	0.043
2845	plus_myc	7	218	0.257
2846	plus_myc	7	218	0.086
2847	plus_myc	7	218	0.043
2848	plus_myc	7	218	0.043
2849	plus_myc	7	218	0.879
2850	plus_myc	7	218	0.129
2851	plus_myc	7	218	0.021
2852	plus_myc	7	218	0.429
2853	plus_myc	7	218	0.429
2854	plus_myc	7	218	0.257
2855	plus_myc	7	218	0.750
2856	plus_myc	7	218	0.107
2857	plus_myc	7	218	0.493
2858	plus_myc	7	218	0.343
2859	plus_myc	7	218	0.365
2860	plus_myc	7	218	0.021
2861	plus_myc	7	218	0.021
2862	plus_myc	7	218	0.322
2863	plus_myc	7	218	0.021
2864	plus_myc	7	218	0.429
2865	plus_myc	7	218	0.193
2866	plus_myc	7	218	0.064
2867	plus_myc	7	218	0.150
2868	plus_myc	7	218	0.043
2869	plus_myc	7	218	0.043
2870	plus_myc	7	218	0.107
2871	plus_myc	8	219	0.600
2872	plus_myc	8	219	0.815
2873	plus_myc	8	219	0.450
2874	plus_myc	8	219	0.021
2875	plus_myc	8	219	0.107
2876	plus_myc	8	219	1.287
2877	plus_myc	8	219	0.064
2878	plus_myc	8	219	0.107
2879	plus_myc	8	219	0.129
2880	plus_myc	8	219	0.086
2881	plus_myc	8	219	0.021
2882	plus_myc	8	219	0.300
2883	plus_myc	8	219	0.279
2884	plus_myc	8	220	0.300
2885	plus_myc	8	220	0.193
2886	plus_myc	8	220	0.172
2887	plus_myc	8	220	0.107
2888	plus_myc	8	220	0.450
2889	plus_myc	8	220	0.172
2890	plus_myc	8	220	0.557
2891	plus_myc	8	220	0.450
2892	plus_myc	8	220	0.043
2893	plus_myc	8	220	0.021
2894	plus_myc	8	220	0.236
2895	plus_myc	8	220	0.064
2896	plus_myc	8	220	0.021
2897	plus_myc	8	220	0.172
2898	plus_myc	8	220	0.365
2899	plus_myc	8	220	0.021
2900	plus_myc	8	220	0.086
2901	plus_myc	8	220	0.129
2902	plus_myc	8	220	0.257
2903	plus_myc	8	220	0.150
2904	plus_myc	8	220	0.365
2905	plus_myc	8	220	0.279
2906	plus_myc	8	220	0.300
2907	plus_myc	8	220	0.450
2908	plus_myc	8	220	0.043
2909	plus_myc	8	220	0.386
2910	plus_myc	8	220	0.193
2911	plus_myc	8	220	0.043
2912	plus_myc	8	220	0.279
2913	plus_myc	8	220	0.021
2914	plus_myc	8	220	0.515
2915	plus_myc	8	220	0.236
2916	plus_myc	8	220	0.021
2917	plus_myc	8	221	0.150
2918	plus_myc	8	221	0.043
2919	plus_myc	8	221	0.107
2920	plus_myc	8	221	0.172
2921	plus_myc	8	221	0.150
2922	plus_myc	8	221	0.279
2923	plus_myc	8	221	0.043
2924	plus_myc	8	221	0.279
2925	plus_myc	8	221	0.107
2926	plus_myc	8	221	0.043
2927	plus_myc	8	222	0.021
2928	plus_myc	8	222	0.472
2929	plus_myc	8	222	0.064
2930	plus_myc	8	222	0.686
2931	plus_myc	8	222	0.172
2932	plus_myc	8	222	0.214
2933	plus_myc	8	222	0.236
2934	plus_myc	8	222	0.021
2935	plus_myc	8	222	0.322
2936	plus_myc	8	222	0.836
2937	plus_myc	8	222	0.021
2938	plus_myc	8	222	0.086
2939	plus_myc	8	222	0.043
2940	plus_myc	8	222	0.193
2941	plus_myc	8	222	0.172
2942	plus_myc	8	222	0.343
2943	plus_myc	8	222	0.107
2944	plus_myc	8	222	0.193
2945	plus_myc	8	222	0.086
2946	plus_myc	8	222	0.064
2947	plus_myc	8	223	0.429
2948	plus_myc	8	223	0.150
2949	plus_myc	8	223	0.214
2950	plus_myc	8	223	0.064
2951	plus_myc	8	223	0.021
2952	plus_myc	8	223	0.365
2953	plus_myc	8	223	0.236
2954	plus_myc	8	223	0.064
2955	plus_myc	8	223	0.515
2956	plus_myc	8	223	0.343
2957	plus_myc	8	223	0.129
2958	plus_myc	8	223	0.043
2959	plus_myc	8	223	0.600
2960	plus_myc	8	223	0.107
2961	plus_myc	8	223	0.386
2962	plus_myc	8	223	0.021
2963	plus_myc	8	223	0.322
2964	plus_myc	8	223	0.150
2965	plus_myc	8	223	0.021
2966	plus_myc	8	223	0.043
2967	plus_myc	8	223	0.836
2968	plus_myc	8	223	0.279
