spot	condition	image	cell	area_um2
1325	plus_myc	2	138	0.193
1326	plus_myc	2	138	0.129
1327	plus_myc	2	138	0.257
1328	plus_myc	2	138	0.322
1329	plus_myc	2	138	0.407
1330	plus_myc	2	138	1.115
1331	plus_myc	2	138	0.750
1332	plus_myc	2	138	0.172
1333	plus_myc	2	138	0.214
1334	plus_myc	2	139	0.300
1335	plus_myc	2	139	0.407
1336	plus_myc	2	139	0.793
1337	plus_myc	2	139	0.043
1338	plus_myc	2	139	0.343
1339	plus_myc	2	139	0.257
1340	plus_myc	2	139	0.064
1341	plus_myc	2	139	0.129
1342	plus_myc	2	139	0.150
1343	plus_myc	2	139	0.150
1344	plus_myc	2	139	0.172
1345	plus_myc	2	139	0.600
1346	plus_myc	2	139	0.429
1347	plus_myc	2	139	0.515
1348	plus_myc	2	139	0.214
1349	plus_myc	2	139	0.386
1350	plus_myc	2	140	0.257
1351	plus_myc	2	140	0.107
1352	plus_myc	2	140	0.043
1353	plus_myc	2	140	1.265
1354	plus_myc	2	140	0.021
1355	plus_myc	2	140	0.107
1356	plus_myc	2	140	0.257
1357	plus_myc	2	140	0.236
1358	plus_myc	2	140	0.150
1359	plus_myc	2	140	0.279
1360	plus_myc	2	140	0.043
1361	plus_myc	2	140	0.493
1362	plus_myc	2	140	0.365
1363	plus_myc	2	140	0.236
1364	plus_myc	2	140	0.407
1365	plus_myc	2	140	0.515
1366	plus_myc	2	140	0.450
1367	plus_myc	2	141	0.343
1368	plus_myc	2	141	0.257
1369	plus_myc	2	141	0.257
1370	plus_myc	2	141	0.021
1371	plus_myc	2	141	0.279
1372	plus_myc	2	141	0.429
1373	plus_myc	2	141	0.064
1374	plus_myc	2	141	0.257
1375	plus_myc	2	141	0.021
1376	plus_myc	2	141	0.086
1377	plus_myc	2	141	0.214
1378	plus_myc	2	141	0.236
1379	plus_myc	2	141	0.214
1380	plus_myc	2	141	0.300
1381	plus_myc	2	141	0.386
1382	plus_myc	2	141	0.086
1383	plus_myc	2	141	0.236
1384	plus_myc	2	141	0.407
1385	plus_myc	2	141	0.343
1386	plus_myc	2	142	0.257
1387	plus_myc	2	142	0.322
1388	plus_myc	2	142	0.750
1389	plus_myc	2	142	0.793
1390	plus_myc	2	142	0.236
1391	plus_myc	2	142	0.450
1392	plus_myc	2	142	0.365
1393	plus_myc	2	142	0.214
1394	plus_myc	2	142	0.214
1395	plus_myc	2	142	0.322
1396	plus_myc	2	142	0.300
1397	plus_myc	2	142	0.450
1398	plus_myc	2	142	0.193
1399	plus_myc	2	142	0.365
1400	plus_myc	2	142	0.279
1401	plus_myc	2	142	0.086
1402	plus_myc	2	142	0.107
1403	plus_myc	2	142	0.214
1404	plus_myc	2	143	0.107
1405	plus_myc	2	143	0.836
1406	plus_myc	2	143	0.172
1407	plus_myc	2	143	0.064
1408	plus_myc	2	143	0.214
1409	plus_myc	2	143	0.386
1410	plus_myc	2	143	0.043
1411	plus_myc	2	143	0.086
1412	plus_myc	2	143	0.579
1413	plus_myc	2	144	0.086
1414	plus_myc	2	144	0.236
1415	plus_myc	2	144	0.322
1416	plus_myc	2	144	0.279
1417	plus_myc	2	144	0.643
1418	plus_myc	2	144	0.450
1419	plus_myc	2	144	0.279
1420	plus_myc	2	144	0.021
1421	plus_myc	2	144	0.322
1422	plus_myc	2	144	0.579
1423	plus_myc	2	144	0.407
1424	plus_myc	2	144	0.407
1425	plus_myc	2	144	0.086
1426	plus_myc	2	144	0.150
1427	plus_myc	2	144	0.172
1428	plus_myc	2	144	0.021
1429	plus_myc	2	144	0.021
1430	plus_myc	2	144	0.043
1431	plus_myc	2	144	0.257
1432	plus_myc	2	144	0.086
1433	plus_myc	2	144	0.107
1434	plus_myc	2	144	0.322
1435	plus_myc	2	145	0.129
1436	plus_myc	2	145	0.257
1437	plus_myc	2	145	0.086
1438	plus_myc	2	145	0.021
1439	plus_myc	2	145	0.043
1440	plus_myc	2	145	0.236
1441	plus_myc	2	145	0.365
1442	plus_myc	2	145	0.064
1443	plus_myc	2	145	0.472
1444	plus_myc	2	145	0.279
1445	plus_myc	2	145	0.279
1446	plus_myc	2	145	0.043
1447	plus_myc	2	145	0.407
1448	plus_myc	2	145	0.043
1449	plus_myc	2	145	0.150
1450	plus_myc	2	145	0.386
1451	plus_myc	2	145	0.279
1452	plus_myc	2	145	0.257
1453	plus_myc	2	145	0.150
1454	plus_myc	2	145	0.043
1455	plus_myc	2	145	0.043
1456	plus_myc	2	145	0.172
1457	plus_myc	2	145	0.064
1458	plus_myc	2	145	0.236
1459	plus_myc	2	145	0.021
1460	plus_myc	2	145	0.150
1461	plus_myc	3	146	0.043
1462	plus_myc	3	146	0.129
1463	plus_myc	3	146	0.193
1464	plus_myc	3	146	0.021
1465	plus_myc	3	146	0.279
1466	plus_myc	3	146	0.322
1467	plus_myc	3	146	0.107
1468	plus_myc	3	146	0.043
1469	plus_myc	3	146	0.300
1470	plus_myc	3	146	0.257
1471	plus_myc	3	146	1.565
1472	plus_myc	3	146	0.214
1473	plus_myc	3	146	0.172
1474	plus_myc	3	146	0.257
1475	plus_myc	3	146	0.622
1476	plus_myc	3	146	0.236
1477	plus_myc	3	146	0.214
1478	plus_myc	3	146	0.214
1479	plus_myc	3	146	0.107
1480	plus_myc	3	146	0.901
1481	plus_myc	3	146	0.236
1482	plus_myc	3	146	0.150
1483	plus_myc	3	146	0.021
1484	plus_myc	3	146	0.021
1485	plus_myc	3	146	0.172
1486	plus_myc	3	146	0.257
1487	plus_myc	3	146	0.579
1488	plus_myc	3	146	0.150
1489	plus_myc	3	146	0.043
1490	plus_myc	3	146	0.279
1491	plus_myc	3	147	0.172
1492	plus_myc	3	147	0.193
1493	plus_myc	3	147	0.279
1494	plus_myc	3	147	0.021
1495	plus_myc	3	147	0.107
1496	plus_myc	3	147	1.308
1497	plus_myc	3	147	0.493
1498	plus_myc	3	147	0.021
1499	plus_myc	3	147	0.943
1500	plus_myc	3	147	0.257
1501	plus_myc	3	147	0.450
1502	plus_myc	3	147	0.901
1503	plus_myc	3	147	0.021
1504	plus_myc	3	147	0.129
1505	plus_myc	3	147	0.043
1506	plus_myc	3	147	0.214
1507	plus_myc	3	147	0.450
1508	plus_myc	3	147	0.386
1509	plus_myc	3	147	0.086
1510	plus_myc	3	147	0.214
1511	plus_myc	3	147	0.043
1512	plus_myc	3	147	1.051
1513	plus_myc	3	147	0.236
1514	plus_myc	3	147	0.043
1515	plus_myc	3	147	0.043
1516	plus_myc	3	147	0.515
1517	plus_myc	3	147	0.086
1518	plus_myc	3	147	0.322
1519	plus_myc	3	147	0.643
1520	plus_myc	3	147	0.214
1521	plus_myc	3	147	0.021
1522	plus_myc	3	147	0.300
1523	plus_myc	3	147	0.043
1524	plus_myc	3	147	0.129
1525	plus_myc	3	148	0.172
1526	plus_myc	3	148	0.236
1527	plus_myc	3	148	0.021
1528	plus_myc	3	148	0.021
1529	plus_myc	3	148	0.043
1530	plus_myc	3	148	0.021
1531	plus_myc	3	148	0.472
1532	plus_myc	3	148	0.708
1533	plus_myc	3	148	0.257
1534	plus_myc	3	148	0.150
1535	plus_myc	3	148	0.086
1536	plus_myc	3	148	0.279
1537	plus_myc	3	148	0.021
1538	plus_myc	3	148	0.129
1539	plus_myc	3	148	0.986
1540	plus_myc	3	148	0.021
1541	plus_myc	3	148	0.429
1542	plus_myc	3	148	0.450
1543	plus_myc	3	148	0.021
1544	plus_myc	3	148	0.129
1545	plus_myc	3	148	0.021
1546	plus_myc	3	149	0.129
1547	plus_myc	3	149	0.086
1548	plus_myc	3	149	0.129
1549	plus_myc	3	149	2.337
1550	plus_myc	3	149	0.493
1551	plus_myc	3	149	0.193
1552	plus_myc	3	149	0.107
1553	plus_myc	3	149	0.450
1554	plus_myc	3	149	0.172
1555	plus_myc	3	149	0.064
1556	plus_myc	3	149	0.021
1557	plus_myc	3	149	0.064
1558	plus_myc	3	149	0.064
1559	plus_myc	3	149	0.193
1560	plus_myc	3	149	0.172
1561	plus_myc	3	149	0.021
1562	plus_myc	3	149	0.407
1563	plus_myc	3	149	0.300
1564	plus_myc	3	149	0.300
1565	plus_myc	3	149	0.386
1566	plus_myc	3	149	0.365
1567	plus_myc	3	149	0.021
1568	plus_myc	3	149	0.236
1569	plus_myc	3	149	0.172
1570	plus_myc	3	150	0.021
1571	plus_myc	3	150	0.386
1572	plus_myc	3	150	0.172
1573	plus_myc	3	150	0.536
1574	plus_myc	3	150	0.129
1575	plus_myc	3	150	0.086
1576	plus_myc	3	150	0.493
1577	plus_myc	3	150	0.021
1578	plus_myc	3	150	0.021
1579	plus_myc	3	150	0.086
1580	plus_myc	3	150	0.407
1581	plus_myc	3	150	0.429
1582	plus_myc	3	150	0.129
1583	plus_myc	3	150	0.214
1584	plus_myc	3	150	0.086
1585	plus_myc	3	150	0.172
1586	plus_myc	3	150	0.172
1587	plus_myc	3	150	0.279
1588	plus_myc	3	150	0.064
1589	plus_myc	3	150	0.021
1590	plus_myc	3	151	0.322
1591	plus_myc	3	151	0.429
1592	plus_myc	3	151	0.322
1593	plus_myc	3	151	0.043
1594	plus_myc	3	151	0.472
1595	plus_myc	3	151	0.172
1596	plus_myc	3	151	0.300
1597	plus_myc	3	151	0.343
1598	plus_myc	3	151	0.300
1599	plus_myc	3	151	0.172
1600	plus_myc	3	151	0.021
1601	plus_myc	3	151	0.021
1602	plus_myc	3	151	0.064
1603	plus_myc	3	151	0.279
1604	plus_myc	3	151	0.386
1605	plus_myc	3	151	0.386
1606	plus_myc	3	151	0.064
1607	plus_myc	3	152	0.193
1608	plus_myc	3	152	0.193
1609	plus_myc	3	152	0.150
1610	plus_myc	3	152	0.236
1611	plus_myc	3	152	0.365
1612	plus_myc	3	152	0.086
1613	plus_myc	3	152	0.021
1614	plus_myc	3	152	0.107
1615	plus_myc	3	152	0.493
1616	plus_myc	3	152	0.365
1617	plus_myc	3	152	0.043
1618	plus_myc	3	152	0.729
1619	plus_myc	3	152	0.064
1620	plus_myc	3	152	0.043
1621	plus_myc	3	152	0.021
1622	plus_myc	3	152	1.458
1623	plus_myc	3	152	0.365
1624	plus_myc	3	152	0.557
1625	plus_myc	3	152	0.193
1626	plus_myc	3	152	0.129
1627	plus_myc	3	152	0.064
1628	plus_myc	3	153	0.172
1629	plus_myc	3	153	0.043
1630	plus_myc	3	153	0.150
1631	plus_myc	3	153	0.279
1632	plus_myc	3	153	0.107
1633	plus_myc	3	153	0.708
1634	plus_myc	3	153	0.472
1635	plus_myc	3	153	1.329
1636	plus_myc	3	153	0.043
1637	plus_myc	3	153	0.729
1638	plus_myc	3	153	0.021
1639	plus_myc	3	153	0.193
1640	plus_myc	3	153	0.365
1641	plus_myc	3	154	0.365
1642	plus_myc	3	154	0.129
1643	plus_myc	3	154	0.386
1644	plus_myc	3	154	0.043
1645	plus_myc	3	154	0.086
1646	plus_myc	3	154	0.322
1647	plus_myc	3	154	0.129
1648	plus_myc	3	154	0.107
1649	plus_myc	3	154	0.043
1650	plus_myc	3	154	0.129
1651	plus_myc	3	154	0.472
1652	plus_myc	3	154	0.043
1653	plus_myc	3	154	0.172
1654	plus_myc	3	154	0.064
1655	plus_myc	3	154	0.322
1656	plus_myc	3	154	0.386
1657	plus_myc	3	155	0.043
1658	plus_myc	3	155	0.064
1659	plus_myc	3	155	0.600
1660	plus_myc	3	155	0.021
1661	plus_myc	3	155	0.021
1662	plus_myc	3	155	0.193
1663	plus_myc	3	155	0.107
1664	plus_myc	3	155	0.557
1665	plus_myc	3	155	0.021
1666	plus_myc	3	155	0.064
1667	plus_myc	3	155	0.043
1668	plus_myc	3	155	0.064
1669	plus_myc	3	155	0.257
1670	plus_myc	3	155	0.086
1671	plus_myc	3	155	0.150
1672	plus_myc	3	155	0.257
1673	plus_myc	3	155	0.407
1674	plus_myc	3	155	0.300
1675	plus_myc	3	155	0.021
1676	plus_myc	3	155	0.150
1677	plus_myc	3	155	0.064
1678	plus_myc	3	155	0.322
1679	plus_myc	3	155	0.386
1680	plus_myc	3	155	0.086
1681	plus_myc	3	156	0.686
1682	plus_myc	3	156	0.021
1683	plus_myc	3	156	1.094
1684	plus_myc	3	156	0.579
1685	plus_myc	3	156	0.021
1686	plus_myc	3	156	0.086
1687	plus_myc	3	156	0.021
1688	plus_myc	3	156	0.922
1689	plus_myc	3	156	0.386
1690	plus_myc	3	156	0.129
1691	plus_myc	3	156	0.386
1692	plus_myc	3	156	0.386
1693	plus_myc	3	156	0.193
1694	plus_myc	3	157	0.386
1695	plus_myc	3	157	0.086
1696	plus_myc	3	157	0.407
1697	plus_myc	3	157	0.064
1698	plus_myc	3	157	0.236
1699	plus_myc	3	157	0.086
1700	plus_myc	3	157	0.021
1701	plus_myc	3	157	0.365
1702	plus_myc	3	157	0.064
1703	plus_myc	3	157	0.236
1704	plus_myc	3	157	0.236
1705	plus_myc	3	157	0.322
1706	plus_myc	3	157	0.021
1707	plus_myc	3	157	0.343
1708	plus_myc	3	157	0.172
1709	plus_myc	3	157	0.043
1710	plus_myc	3	158	0.107
1711	plus_myc	3	158	0.043
1712	plus_myc	3	158	0.064
1713	plus_myc	3	158	0.343
1714	plus_myc	3	158	0.300
1715	plus_myc	3	158	0.322
1716	plus_myc	3	158	0.064
1717	plus_myc	3	158	0.236
1718	plus_myc	3	158	0.172
1719	plus_myc	3	158	0.172
1720	plus_myc	3	158	0.043
1721	plus_myc	3	158	0.021
1722	plus_myc	3	158	0.107
1723	plus_myc	3	158	0.064
1724	plus_myc	3	158	0.665
1725	plus_myc	3	158	0.107
1726	plus_myc	3	158	0.472
1727	plus_myc	3	158	0.536
1728	plus_myc	3	158	0.236
1729	plus_myc	3	158	0.086
1730	plus_myc	4	159	0.300
1731	plus_myc	4	159	0.086
1732	plus_myc	4	159	0.300
1733	plus_myc	4	159	0.086
1734	plus_myc	4	159	0.300
1735	plus_myc	4	159	0.043
1736	plus_myc	4	159	0.322
1737	plus_myc	4	159	1.329
1738	plus_myc	4	159	0.279
1739	plus_myc	4	159	0.064
1740	plus_myc	4	159	0.150
1741	plus_myc	4	159	0.150
1742	plus_myc	4	159	0.836
1743	plus_myc	4	159	0.043
1744	plus_myc	4	159	1.437
1745	plus_myc	4	159	0.279
1746	plus_myc	4	159	0.365
1747	plus_myc	4	159	1.115
1748	plus_myc	4	159	0.386
1749	plus_myc	4	159	0.064
1750	plus_myc	4	159	0.515
1751	plus_myc	4	159	0.300
1752	plus_myc	4	159	0.064
1753	plus_myc	4	159	0.193
1754	plus_myc	4	159	0.322
1755	plus_myc	4	159	0.193
1756	plus_myc	4	159	0.450
1757	plus_myc	4	159	0.472
1758	plus_myc	4	159	0.021
1759	plus_myc	4	159	0.086
1760	plus_myc	4	159	0.879
1761	plus_myc	4	159	0.322
1762	plus_myc	4	159	0.300
1763	plus_myc	4	159	0.214
1764	plus_myc	4	159	0.107
1765	plus_myc	4	159	0.064
1766	plus_myc	4	159	1.951
1767	plus_myc	4	159	0.300
1768	plus_myc	4	159	0.107
1769	plus_myc	4	159	0.129
1770	plus_myc	4	159	0.043
1771	plus_myc	4	159	0.193
1772	plus_myc	4	159	0.064
1773	plus_myc	4	159	0.043
1774	plus_myc	4	160	0.107
1775	plus_myc	4	160	0.107
1776	plus_myc	4	160	0.600
1777	plus_myc	4	160	0.086
1778	plus_myc	4	160	0.214
1779	plus_myc	4	160	0.386
1780	plus_myc	4	160	0.386
1781	plus_myc	4	160	0.793
1782	plus_myc	4	160	0.086
1783	plus_myc	4	160	0.043
1784	plus_myc	4	160	0.257
1785	plus_myc	4	160	0.107
1786	plus_myc	4	160	0.236
1787	plus_myc	4	160	0.279
1788	plus_myc	4	160	0.472
1789	plus_myc	4	160	0.021
1790	plus_myc	4	160	0.450
1791	plus_myc	4	161	0.064
1792	plus_myc	4	161	0.107
1793	plus_myc	4	161	0.943
1794	plus_myc	4	161	0.300
1795	plus_myc	4	161	0.407
1796	plus_myc	4	161	0.407
1797	plus_myc	4	161	0.407
1798	plus_myc	4	161	0.064
1799	plus_myc	4	161	1.158
1800	plus_myc	4	161	0.300
1801	plus_myc	4	161	0.064
1802	plus_myc	4	161	0.300
1803	plus_myc	4	161	0.107
1804	plus_myc	4	161	0.257
1805	plus_myc	4	161	0.322
1806	plus_myc	4	161	0.300
1807	plus_myc	4	162	0.257
1808	plus_myc	4	162	0.172
1809	plus_myc	4	162	0.214
1810	plus_myc	4	162	0.322
1811	plus_myc	4	162	0.021
1812	plus_myc	4	162	0.172
1813	plus_myc	4	162	0.064
1814	plus_myc	4	162	0.407
1815	plus_myc	4	162	0.193
1816	plus_myc	4	162	0.107
1817	plus_myc	4	162	0.450
1818	plus_myc	4	162	0.021
1819	plus_myc	4	162	0.515
1820	plus_myc	4	162	0.043
1821	plus_myc	4	162	0.086
1822	plus_myc	4	162	1.008
1823	plus_myc	4	162	0.172
1824	plus_myc	4	162	0.064
1825	plus_myc	4	162	0.107
1826	plus_myc	4	162	0.343
1827	plus_myc	4	162	0.172
1828	plus_myc	4	163	0.901
1829	plus_myc	4	163	0.150
1830	plus_myc	4	163	0.107
1831	plus_myc	4	163	0.343
1832	plus_myc	4	163	0.236
1833	plus_myc	4	163	0.600
1834	plus_myc	4	163	0.172
1835	plus_myc	4	163	0.665
1836	plus_myc	4	163	0.043
1837	plus_myc	4	163	0.043
1838	plus_myc	4	163	0.021
1839	plus_myc	4	163	0.021
1840	plus_myc	4	163	0.493
1841	plus_myc	4	164	0.107
1842	plus_myc	4	164	0.129
1843	plus_myc	4	164	0.214
1844	plus_myc	4	164	0.300
1845	plus_myc	4	164	0.064
1846	plus_myc	4	164	0.107
1847	plus_myc	4	164	1.072
1848	plus_myc	4	164	0.386
1849	plus_myc	4	164	0.493
1850	plus_myc	4	164	1.308
1851	plus_myc	4	164	0.943
1852	plus_myc	4	164	0.536
1853	plus_myc	4	164	0.043
1854	plus_myc	4	164	0.322
1855	plus_myc	4	164	0.064
1856	plus_myc	4	164	0.107
1857	plus_myc	4	164	0.322
1858	plus_myc	4	164	0.086
1859	plus_myc	4	164	0.193
1860	plus_myc	4	164	0.043
1861	plus_myc	4	164	0.322
1862	plus_myc	4	164	0.965
1863	plus_myc	4	164	0.150
1864	plus_myc	4	164	0.407
1865	plus_myc	4	164	0.300
1866	plus_myc	4	164	0.150
1867	plus_myc	4	164	0.043
1868	plus_myc	4	164	0.386
1869	plus_myc	4	165	0.021
1870	plus_myc	4	165	0.836
1871	plus_myc	4	165	0.686
1872	plus_myc	4	165	0.214
1873	plus_myc	4	165	0.064
1874	plus_myc	4	165	0.086
1875	plus_myc	4	165	0.386
1876	plus_myc	4	165	0.172
1877	plus_myc	4	165	0.214
1878	plus_myc	4	165	0.279
1879	plus_myc	4	165	0.386
1880	plus_myc	4	165	0.043
1881	plus_myc	4	165	0.193
1882	plus_myc	4	165	0.043
1883	plus_myc	4	165	0.579
1884	plus_myc	4	165	0.257
1885	plus_myc	4	165	0.257
1886	plus_myc	4	165	0.021
1887	plus_myc	4	165	0.365
1888	plus_myc	4	165	0.043
1889	plus_myc	4	165	0.021
1890	plus_myc	4	165	0.193
1891	plus_myc	4	165	0.386
1892	plus_myc	4	165	0.429
1893	plus_myc	4	165	0.064
1894	plus_myc	4	165	0.365
1895	plus_myc	4	166	0.150
1896	plus_myc	4	166	0.279
1897	plus_myc	4	166	0.064
1898	plus_myc	4	166	0.729
1899	plus_myc	4	166	0.257
1900	plus_myc	4	166	0.021
1901	plus_myc	4	166	0.300
1902	plus_myc	4	166	0.193
1903	plus_myc	4	166	1.051
1904	plus_myc	4	166	0.086
1905	plus_myc	4	166	0.407
1906	plus_myc	4	166	0.086
1907	plus_myc	4	166	0.322
1908	plus_myc	4	166	0.043
1909	plus_myc	4	166	0.300
1910	plus_myc	4	166	0.279
1911	plus_myc	4	166	0.064
1912	plus_myc	4	166	0.021
1913	plus_myc	4	166	0.129
1914	plus_myc	4	166	0.193
1915	plus_myc	4	166	0.043
1916	plus_myc	4	166	0.172
1917	plus_myc	4	166	0.386
1918	plus_myc	4	166	0.021
1919	plus_myc	4	167	0.021
1920	plus_myc	4	167	0.836
1921	plus_myc	4	167	0.064
1922	plus_myc	4	167	0.086
1923	plus_myc	4	167	0.172
1924	plus_myc	4	167	0.300
1925	plus_myc	4	167	0.021
1926	plus_myc	4	167	0.257
1927	plus_myc	4	167	0.322
1928	plus_myc	4	167	0.129
1929	plus_myc	4	168	0.493
1930	plus_myc	4	168	0.665
1931	plus_myc	4	168	0.064
1932	plus_myc	4	168	0.150
1933	plus_myc	4	168	0.021
1934	plus_myc	4	168	0.536
1935	plus_myc	4	168	0.279
1936	plus_myc	4	168	0.450
1937	plus_myc	4	168	0.858
1938	plus_myc	4	168	0.236
1939	plus_myc	4	168	0.257
1940	plus_myc	4	168	0.086
1941	plus_myc	4	169	0.279
1942	plus_myc	4	169	0.021
1943	plus_myc	4	169	0.214
1944	plus_myc	4	169	0.150
1945	plus_myc	4	169	0.365
1946	plus_myc	4	169	0.043
1947	plus_myc	4	169	0.043
1948	plus_myc	4	169	0.150
1949	plus_myc	4	169	0.107
1950	plus_myc	4	169	0.686
1951	plus_myc	4	169	0.343
1952	plus_myc	4	169	0.021
1953	plus_myc	4	169	0.193
1954	plus_myc	4	170	0.193
1955	plus_myc	4	170	0.772
1956	plus_myc	4	170	0.236
1957	plus_myc	4	170	0.579
1958	plus_myc	4	170	0.172
1959	plus_myc	4	170	0.129
1960	plus_myc	4	170	0.064
1961	plus_myc	4	170	0.172
1962	plus_myc	4	170	0.279
1963	plus_myc	4	170	0.150
1964	plus_myc	4	170	0.107
1965	plus_myc	4	170	0.407
1966	plus_myc	4	170	0.021
1967	plus_myc	4	170	0.343
1968	plus_myc	4	170	0.064
1969	plus_myc	4	170	0.450
1970	plus_myc	4	170	0.322
1971	plus_myc	4	170	0.150
1972	plus_myc	4	170	0.279
1973	plus_myc	4	170	0.257
1974	plus_myc	4	170	0.043
1975	plus_myc	4	170	0.021
1976	plus_myc	4	170	0.257
1977	plus_myc	4	170	0.836
1978	plus_myc	4	170	0.279
1979	plus_myc	4	170	0.236
1980	plus_myc	4	170	0.150
1981	plus_myc	4	170	0.750
1982	plus_myc	4	170	0.279
1983	plus_myc	4	170	0.064
1984	plus_myc	4	170	0.129
1985	plus_myc	4	170	0.815
1986	plus_myc	4	170	0.708
1987	plus_myc	4	170	0.365
1988	plus_myc	4	170	0.021
1989	plus_myc	4	170	0.172
1990	plus_myc	4	170	0.515
1991	plus_myc	4	170	0.214
1992	plus_myc	4	170	0.386
1993	plus_myc	4	170	0.322
1994	plus_myc	4	170	0.214
1995	plus_myc	4	170	1.179
1996	plus_myc	4	170	0.021
1997	plus_myc	4	171	0.236
1998	plus_myc	4	171	1.158
1999	plus_myc	4	171	0.365
2000	plus_myc	4	171	0.172
2001	plus_myc	4	171	1.372
2002	plus_myc	4	171	0.257
2003	plus_myc	4	171	0.472
2004	plus_myc	4	171	0.493
2005	plus_myc	4	171	0.429
2006	plus_myc	4	171	0.279
2007	plus_myc	4	172	0.386
2008	plus_myc	4	172	0.043
2009	plus_myc	4	172	0.064
2010	plus_myc	4	172	0.300
2011	plus_myc	4	172	0.150
2012	plus_myc	4	172	0.021
2013	plus_myc	4	172	0.965
2014	plus_myc	4	172	0.150
2015	plus_myc	4	172	0.322
2016	plus_myc	4	172	0.365
2017	plus_myc	4	172	0.300
2018	plus_myc	4	172	0.086
2019	plus_myc	4	172	0.150
2020	plus_myc	4	172	1.415
2021	plus_myc	4	172	0.407
2022	plus_myc	4	172	0.407
2023	plus_myc	4	172	0.043
2024	plus_myc	4	172	0.365
2025	plus_myc	4	172	0.450
2026	plus_myc	4	172	0.236
2027	plus_myc	4	172	0.172
2028	plus_myc	4	172	0.086
2029	plus_myc	4	172	0.043
2030	plus_myc	4	172	0.107
2031	plus_myc	4	173	0.214
2032	plus_myc	4	173	0.086
2033	plus_myc	4	173	0.172
2034	plus_myc	4	174	0.279
2035	plus_myc	4	174	0.129
2036	plus_myc	5	175	0.043
2037	plus_myc	5	175	0.086
2038	plus_myc	5	175	0.279
2039	plus_myc	5	175	0.279
2040	plus_myc	5	175	0.386
2041	plus_myc	5	175	0.322
2042	plus_myc	5	175	0.429
2043	plus_myc	5	175	0.193
2044	plus_myc	5	175	0.750
2045	plus_myc	5	175	0.236
2046	plus_myc	5	175	0.129
2047	plus_myc	5	175	0.365
2048	plus_myc	5	175	0.214
2049	plus_myc	5	175	0.086
2050	plus_myc	5	175	0.386
2051	plus_myc	5	175	0.043
2052	plus_myc	5	175	0.386
2053	plus_myc	5	175	0.064
2054	plus_myc	5	176	0.236
2055	plus_myc	5	176	0.858
2056	plus_myc	5	176	0.021
2057	plus_myc	5	176	0.021
2058	plus_myc	5	176	0.365
2059	plus_myc	5	176	0.150
2060	plus_myc	5	176	0.043
2061	plus_myc	5	176	0.043
2062	plus_myc	5	176	0.322
2063	plus_myc	5	176	0.429
2064	plus_myc	5	176	0.407
2065	plus_myc	5	176	0.750
2066	plus_myc	5	176	0.279
2067	plus_myc	5	176	0.107
2068	plus_myc	5	176	0.365
2069	plus_myc	5	176	0.043
2070	plus_myc	5	177	0.257
2071	plus_myc	5	177	0.815
2072	plus_myc	5	177	0.107
2073	plus_myc	5	177	0.064
2074	plus_myc	5	177	0.279
2075	plus_myc	5	177	0.086
2076	plus_myc	5	177	0.322
2077	plus_myc	5	177	0.064
2078	plus_myc	5	177	0.407
2079	plus_myc	5	177	0.086
2080	plus_myc	5	177	0.021
2081	plus_myc	5	177	0.172
2082	plus_myc	5	177	0.064
2083	plus_myc	5	177	0.279
2084	plus_myc	5	177	0.300
2085	plus_myc	5	177	0.407
2086	plus_myc	5	177	0.107
2087	plus_myc	5	177	0.021
2088	plus_myc	5	177	0.064
2089	plus_myc	5	177	0.064
2090	plus_myc	5	177	0.150
2091	plus_myc	5	177	0.172
2092	plus_myc	5	177	0.107
2093	plus_myc	5	177	0.086
2094	plus_myc	5	177	0.386
2095	plus_myc	5	177	0.129
2096	plus_myc	5	177	0.965
2097	plus_myc	5	177	0.815
2098	plus_myc	5	177	0.472
2099	plus_myc	5	178	0.708
2100	plus_myc	5	178	0.622
2101	plus_myc	5	178	0.515
2102	plus_myc	5	178	0.214
2103	plus_myc	5	178	0.300
2104	plus_myc	5	178	0.193
2105	plus_myc	5	178	0.579
2106	plus_myc	5	178	0.257
2107	plus_myc	5	178	0.986
2108	plus_myc	5	178	0.300
2109	plus_myc	5	178	0.493
2110	plus_myc	5	178	0.279
2111	plus_myc	5	178	0.450
2112	plus_myc	5	178	0.043
2113	plus_myc	5	178	0.064
2114	plus_myc	5	178	0.129
2115	plus_myc	5	178	0.021
2116	plus_myc	5	178	0.236
2117	plus_myc	5	178	0.300
2118	plus_myc	5	178	0.107
2119	plus_myc	5	178	0.086
2120	plus_myc	5	178	0.043
2121	plus_myc	5	178	0.172
2122	plus_myc	5	178	0.343
2123	plus_myc	5	178	0.107
2124	plus_myc	5	178	0.322
2125	plus_myc	5	178	0.043
2126	plus_myc	5	178	0.450
2127	plus_myc	5	178	0.107
2128	plus_myc	5	178	0.536
2129	plus_myc	5	178	0.365
2130	plus_myc	5	178	0.257
2131	plus_myc	5	178	0.214
2132	plus_myc	5	178	0.064
2133	plus_myc	5	178	0.021
2134	plus_myc	5	179	0.086
2135	plus_myc	5	179	0.064
2136	plus_myc	5	179	0.064
2137	plus_myc	5	179	0.043
2138	plus_myc	5	179	0.214
2139	plus_myc	5	179	0.279
2140	plus_myc	5	179	0.257
2141	plus_myc	5	179	0.086
2142	plus_myc	5	179	0.279
2143	plus_myc	5	179	0.064
2144	plus_myc	5	179	0.043
2145	plus_myc	5	179	0.021
2146	plus_myc	5	179	0.172
